ts,Label,Site,Customer
2023-05-30 10:25:27,complete,H1,P1
2023-05-30 10:25:58,bedroom fan on,H1,P1
2023-05-30 10:31:24,return to lab,R1,P39
2023-05-30 10:31:42,window AC on,R1,P39
2023-05-30 10:34:06,too hard outside,R1,P39
2023-05-30 10:34:15,return to lab,R1,P39
2023-05-30 10:45:59,return to lab,R1,P36
2023-05-30 10:46:11,sadhan da came to lab,R1,P36
2023-05-30 10:46:31,stand fan on in my desk,R1,P36
2023-05-30 11:01:18,return to lab,R1,P37
2023-05-30 11:19:41,both AC on continue,R1,P36
2023-05-30 11:20:01,fan on continue,R1,P36
2023-05-30 11:22:23,stand fan off in my desk,R1,P36
2023-05-30 11:25:29,going out from lab,R1,P40
2023-05-30 12:11:34,cooking Suji halwa,H3,P7
2023-05-30 12:23:51,done pooja,H3,P7
2023-05-30 12:39:12,eating lunch in dinning hall,H3,P7
2023-05-30 12:49:01,resting ,R1,P39
2023-05-30 13:05:03,return to lab,R1,P40
2023-05-30 13:21:33,turned on AC. Doors closed ,H3,P7
2023-05-30 13:46:01,going for lunch,R1,P40
2023-05-30 13:46:13,return to lab,R1,P39
2023-05-30 14:27:15,going out for lunch,R1,P37
2023-05-30 14:50:05,coming back to lab,R1,P38
2023-05-30 14:50:21,switched off the fan,R1,P38
2023-05-30 14:58:59,return to lab,R1,P37
2023-05-30 15:32:01,return to lab,R1,P39
2023-05-30 15:49:52,return to lab ,R1,P40
2023-05-30 16:37:02,going out of lab,R1,P38
2023-05-30 16:37:13,going out from left,R1,P37
2023-05-30 16:38:22,going out from lab,R1,P36
2023-05-30 17:12:50,return to lab,R1,P37
2023-05-30 17:15:33,return to lab,R1,P36
2023-05-30 17:15:55,aritra is eating moori,R1,P36
2023-05-30 17:16:18,return to lab,R1,P38
2023-05-30 17:16:31,eating muri,R1,P38
2023-05-30 17:17:53,stand fan on in my desk,R1,P36
2023-05-30 17:30:01,stand fan off,R1,P36
2023-05-30 17:34:08,going out of lab,R1,P38
2023-05-30 17:39:01,cooking dal,H3,P7
2023-05-30 17:45:21,dining fan on,H1,P2
2023-05-30 17:54:53,dining fan off,H1,P1
2023-05-30 17:55:14,making tea,H1,P1
2023-05-30 17:58:17,complete,H1,P1
2023-05-30 18:14:33,cutting potato,H1,P1
2023-05-30 18:15:12,making ghugni,H1,P1
2023-05-30 18:25:20,complete,H1,P1
2023-05-30 18:25:32,going home ,R1,P40
2023-05-30 18:43:50,dining fan on,H1,P1
2023-05-30 18:47:04,dining fan off,H1,P1
2023-05-30 18:47:28,lighting dhup stick,H1,P1
2023-05-30 19:01:28,bedroom fan on,H1,P1
2023-05-30 08:44:23,window open bedroom,H9,P19
2023-05-30 19:14:55,bedroom fan of,H1,P1
2023-05-30 19:34:45,going out from lab,R1,P37
2023-05-30 19:34:47,going out from lab,R1,P38
2023-05-30 09:04:53,bread toasting at kitchen,H9,P19
2023-05-30 19:35:18,dining fan on,H1,P1
2023-05-30 19:36:05,going out from lab,R1,P36
2023-05-30 19:36:05,going out from lab,R1,P36
2023-05-30 19:36:20,eating chop muri,H1,P1
2023-05-30 09:11:44,vegetable frying at kitchen,H9,P19
2023-05-30 09:21:20,vegetable frying finish,H9,P19
2023-05-30 09:21:34,egg frying started,H9,P19
2023-05-30 09:21:45,bedroom window closed,H9,P19
2023-05-30 19:53:15,cleaning table,H1,P1
2023-05-30 09:28:01,frying egg ends ,H9,P19
2023-05-30 20:02:36,dining fan of,H1,P1
2023-05-30 21:33:26,turned on the AC,H3,P8
2023-05-30 22:17:14,Ginger onion and garlic and heating ghugni ,H1,P1
2023-05-30 22:21:18,bedroom 1 fan on,H1,P1
2023-05-30 22:24:58,turned on mosquito repellent,H3,P8
2023-05-30 22:27:51,hitting ghugni complete ,H1,P1
2023-05-30 22:30:35,bedroom 1 fan of,H1,P1
2023-05-30 22:30:43,dining fan on,H1,P1
2023-05-30 22:32:55,making roti,H1,P1
2023-05-30 22:40:54,complete,H1,P1
2023-05-30 22:43:40,eating dinner,H1,P1
2023-05-30 22:53:35,cleaning table,H1,P1
2023-05-30 22:55:20,turned off AC,H3,P8
2023-05-30 22:57:12,washing dishes,H1,P1
2023-05-30 23:03:03,complete,H1,P1
2023-05-30 23:03:14,cleaning kitchen,H1,P1
2023-05-30 23:09:11,closing kitchen ,H1,P1
2023-05-30 23:09:26,dining fan off,H1,P1
2023-05-30 23:25:19,return to lab,R1,P37
2023-05-30 23:25:26,return to lab,R1,P36
2023-05-30 23:34:50,bedroom fan on,H1,P1
2023-05-30 23:39:10,stand fan on in my desk,R1,P36
2023-05-30 23:41:21,going to slip,H1,P1
2023-05-30 23:59:27,going out from lab,R1,P37
2023-05-31 00:25:56,turned on the AC,H3,P7
2023-05-31 00:34:57,turning off AC,H3,P8
2023-05-31 00:47:48,salma di went out from lab,R1,P36
2023-05-31 01:19:41,stand fan off in my desk,R1,P36
2023-05-31 05:30:15,turned on AC,H3,P8
2023-05-31 05:38:54,turned off AC,H3,P8
2023-05-31 05:51:25,wake up the bed,H1,P2
2023-05-31 05:55:55,right side window AC off,R1,P36
2023-05-31 06:29:08,normal weather,H1,P2
2023-05-31 06:29:18,bedroom fan off,H1,P2
2023-05-31 06:29:31,making tea,H1,P2
2023-05-31 06:34:40,tea complit,H1,P1
2023-05-31 06:34:55,dining fan on,H1,P1
2023-05-31 06:35:29,taking tea,H1,P1
2023-05-31 06:56:22,dining fan of,H1,P1
2023-05-30 20:34:20,tea making at kitchen,H9,P19
2023-05-31 07:17:13,sweeping house,H1,P1
2023-05-31 07:26:13,mopping house,H1,P1
2023-05-31 07:29:43,went to sleep in lab after turning off one AC,R1,P36
2023-05-31 07:29:50,wake up,R1,P36
2023-05-31 07:31:08,dining fan on,H1,P1
2023-05-31 07:32:29,turning on the right side AC,R1,P36
2023-05-31 07:37:44,dining fan of,H1,P1
2023-05-31 07:55:00,lighting the dhup stick,H1,P1
2023-05-31 07:58:20,cooking rice in pressure cooker,H1,P1
2023-05-31 08:14:05,complete,H1,P1
2023-05-31 08:14:19,cutting Jhinga and potato,H1,P1
2023-05-31 08:26:10,fine Jhinga potato and Soybean,H1,P1
2023-05-31 08:28:13,went out from lab at 7:45,R1,P36
2023-05-31 08:34:01,boiling them in pressure cooker,H1,P1
2023-05-31 08:41:47,complete,H1,P1
2023-05-31 08:42:34,heating the rice,H1,P1
2023-05-31 08:44:00,complete,H1,P1
2023-05-31 08:48:01,frying onion ginger and garlic,H1,P1
2023-05-31 08:48:35,bowling two cups of tea,H3,P7
2023-05-31 08:48:38,ginger garlic and hitting the Jhinga and potato curry,H1,P1
2023-05-31 08:54:24,complete,H1,P1
2023-05-31 08:57:33,flying fish,H1,P1
2023-05-31 09:10:32,complete,H1,P1
2023-05-31 09:10:48,dining fan on,H1,P1
2023-05-31 09:15:07,cutting mango,H1,P1
2023-05-31 09:17:22,eating rice,H1,P1
2023-05-31 09:38:57,cleaning table,H1,P1
2023-05-31 09:49:27,cooking bhindi masala sabji,H3,P8
2023-05-31 09:51:35,dining fan of,H1,P1
2023-05-31 09:51:54,washing dishes,H1,P1
2023-05-30 23:23:43,cooking in kitchen,H9,P19
2023-05-30 23:23:49,roti making,H9,P19
2023-05-30 23:23:56,vegetable frying,H9,P19
2023-05-31 09:57:01,closing kitchen,H1,P1
2023-05-31 09:57:03,closing kitchen,H1,P1
2023-05-31 09:57:03,closing kitchen,H1,P1
2023-05-31 10:06:15,bedroom fan on,H1,P1
2023-05-30 23:46:45,cooking finish,H9,P19
2023-05-31 10:17:50,turn off mosquito repellent,H3,P7
2023-05-31 10:18:30,cooking sabzi completed 10 mins ago,H3,P8
2023-05-31 10:20:51,bedroom fan off,H1,P1
2023-05-31 10:47:52,cane to lab ,R1,P40
2023-05-31 10:47:55,cane to lab ,R1,P40
2023-05-31 10:49:47,window ac power off. split ac power on.,R1,P40
2023-05-31 11:06:06,doing pooja in dining hall,H3,P7
2023-05-31 11:06:30,doors opened dinning hall,H3,P7
2023-05-31 11:51:52,cooked 5 parathas,H3,P7
2023-05-31 11:52:00,enter dining hall eating lunch,H3,P7
2023-05-31 11:52:57,return to lab,R1,P37
2023-05-31 01:23:20,bedroom window open,H9,P19
2023-05-31 11:55:53,return to lab,R1,P36
2023-05-31 11:55:56,return to lab,R1,P38
2023-05-31 11:56:02,eating chira,R1,P38
2023-05-31 11:56:07,switched on the fan,R1,P38
2023-05-31 11:56:15,stand fan on in my desk,R1,P36
2023-05-31 12:03:22,return to lab,R1,P41
2023-05-31 12:23:44,window AC on,R1,P37
2023-05-31 12:26:18,stand fan off,R1,P36
2023-05-31 12:28:34,return to lab,R1,P41
2023-05-31 13:02:37,going out of lab,R1,P38
2023-05-31 13:02:41,going out from lab,R1,P37
2023-05-31 13:02:42,going out from lab,R1,P41
2023-05-31 13:03:48,return to lab(out for 15 mins),R1,P36
2023-05-31 13:05:29,stand fan on in my desk,R1,P36
2023-05-31 13:20:27,turning on the AC,H3,P8
2023-05-31 13:52:27,stand fan off in my desk,R1,P36
2023-05-31 13:59:57,return to lab,R1,P41
2023-05-31 14:00:01,return to lab,R1,P41
2023-05-31 14:00:29,sadhan da went out from lab,R1,P36
2023-05-31 14:02:13,going out from lab,R1,P36
2023-05-31 14:05:36,return to lab,R1,P36
2023-05-31 14:13:20,turned off the AC,H3,P8
2023-05-31 14:37:30,going for lunch ,R1,P40
2023-05-31 14:56:23,bedroom fan on,H1,P1
2023-05-31 15:12:48,going out from lab,R1,P36
2023-05-31 15:13:02,gunjan is in the lab,R1,P36
2023-05-31 15:24:33,return to lab,R1,P36
2023-05-31 15:24:52,stand fan on in my desk,R1,P36
2023-05-31 15:29:26,return to lab,R1,P41
2023-05-31 15:29:41,going out of lab,R1,P38
2023-05-31 15:29:54,going out of lab,R1,P41
2023-05-31 15:30:07,going out of lab,R1,P36
2023-05-31 15:30:47,stand fan off in my desk,R1,P36
2023-05-31 16:16:06,return to lab,R1,P36
2023-05-31 16:16:11,return to lab,R1,P41
2023-05-31 16:16:46,return to lab,R1,P38
2023-05-31 16:18:17,stand fan on in my desk,R1,P36
2023-05-31 16:18:26,return to lab ,R1,P40
2023-05-31 16:34:04,stand fan off in my desk,R1,P36
2023-05-31 16:41:35,turned on AC,H3,P8
2023-05-31 16:48:26,Debolina reading,H1,P1
2023-05-31 16:52:54,made tea,H3,P8
2023-05-31 16:58:34,making tea,H1,P1
2023-05-31 17:03:31,complete tea,H1,P1
2023-05-31 17:03:53,taking tea in bedroom,H1,P1
2023-05-31 17:08:26,turned off AC,H3,P8
2023-05-31 17:20:58,outgoing for other office ,R1,P40
2023-05-31 17:36:32,going out for toilet,R1,P41
2023-05-31 17:40:03,return to lab,R1,P41
2023-05-31 18:01:06,bedroom fan off,H1,P1
2023-05-31 18:06:18,raining outside door open,H3,P7
2023-05-31 18:07:32,raining outside,R1,P36
2023-05-31 18:15:45,cooking dal rice Khichadi ,H3,P7
2023-05-31 18:26:57,argha and neha discussing in Utkalika desk,R1,P36
2023-05-31 18:32:42,cooking completed,H3,P7
2023-05-31 18:32:44,cooking completed,H3,P7
2023-05-31 18:32:45,cooking completed,H3,P7
2023-05-31 18:37:44,lighting dhup stick,H1,P1
2023-05-31 19:17:30,cutting potato onion ginger and garlic,H1,P1
2023-05-31 19:24:23,complete,H1,P1
2023-05-31 19:24:43,violin Dal in pressure cooker,H1,P1
2023-05-31 19:33:23,Windows open bedroom,H3,P7
2023-05-31 19:33:36,exiting house,H3,P7
2023-05-31 19:43:57,complete,H1,P1
2023-05-31 19:56:45,frying onion ginger and garlic and hitting dal,H1,P1
2023-05-31 20:03:30,Dal complete,H1,P1
2023-05-31 09:37:37,bedroom window closed,H9,P19
2023-05-31 09:37:49,toasting done kitchen,H9,P19
2023-05-31 09:37:58,frying vegetable kitchen,H9,P19
2023-05-31 20:12:40,dining fan on,H1,P1
2023-05-31 20:21:50,dining fan off,H1,P1
2023-05-31 20:22:29,flying Luchi,H1,P1
2023-05-31 20:28:27,normal outside,H7,P15
2023-05-31 20:30:46,Chopping vegetables at the dining half an hour back,H7,P15
2023-05-31 20:31:18,exhaust on,H7,P15
2023-05-31 20:33:25,Ruchi complete,H1,P2
2023-05-31 20:33:38,kitchen exhaust on,H1,P2
2023-05-31 20:34:19,cooking potol fry,H7,P15
2023-05-31 20:34:26,kitchen exhaust off,H1,P2
2023-05-31 20:34:50,dining fan on,H1,P2
2023-05-31 20:39:46,cooking dosa,H7,P15
2023-05-31 20:41:15,Window and door open at kitchen,H7,P15
2023-05-31 20:46:12,eatin dinner,H1,P2
2023-05-31 20:50:33,coming back to lab,R1,P38
2023-05-31 20:51:18,turned of the fan,R1,P38
2023-05-31 20:51:19,turned of the fan,R1,P38
2023-05-31 20:51:20,turned of the fan,R1,P38
2023-05-31 20:51:20,turned of the fan,R1,P38
2023-05-31 20:51:42,turn off the fan,R1,P38
2023-05-31 20:51:44,turn off the fan,R1,P38
2023-05-31 20:52:08,turn off the fan,R1,P38
2023-05-31 20:52:48,turned off the fan,R1,P36
2023-05-31 20:54:30,dosa complete,H7,P15
2023-05-31 21:02:32,dining cleaning,H1,P2
2023-05-31 21:02:53,bedroom fan on,H1,P2
2023-05-31 21:05:45,masala in aloo potol fry,H7,P15
2023-05-31 21:06:04,dining fan off,H1,P1
2023-05-31 21:12:24,washing dishes,H1,P1
2023-05-31 21:15:19,complete,H1,P1
2023-05-31 21:15:39,cleaning kitchen,H1,P1
2023-05-31 21:20:29,closing kitchen,H1,P1
2023-05-31 21:23:06,cooking frying fish (started 5 min back),H7,P15
2023-05-31 21:26:19,going out from lab,R1,P36
2023-05-31 21:26:42,going out of lab,R1,P38
2023-05-31 21:27:18,going out of lab,R1,P41
2023-05-31 21:27:33,going out from lab,R1,P37
2023-05-31 21:30:38,turned on AC. door closed,H3,P7
2023-05-31 21:33:30,bedroom fan off,H1,P1
2023-05-31 21:33:32,bedroom fan off,H1,P1
2023-05-31 21:33:33,bedroom fan off,H1,P1
2023-05-31 21:40:02,fish fry complete,H7,P15
2023-05-31 21:40:27,cooking fish curry,H7,P15
2023-05-31 21:51:05,door closed,H7,P15
2023-05-31 22:12:09,cooking and,H7,P15
2023-05-31 22:12:32,exhaust of,H7,P15
2023-05-31 22:27:39,bedroom fan on,H1,P1
2023-05-31 22:29:16,going to sleep,H1,P1
2023-05-31 22:30:01,return to lab,R1,P36
2023-05-31 22:30:20,return to lab,R1,P37
2023-05-31 22:31:48,stand fan on in my desk,R1,P36
2023-05-31 22:55:28,stand fan off,R1,P36
2023-05-31 23:34:35,turned on mosquito repellent,H3,P8
2023-05-31 23:34:38,turned on mosquito repellent,H3,P8
2023-05-31 23:34:56,opened bedroom window,H3,P8
2023-05-31 23:34:57,opened bedroom window,H3,P8
2023-05-31 23:38:31,going out of lab,R1,P37
2023-05-31 13:11:31,tea making at kitchen was done two hours ago,H9,P19
2023-05-31 23:54:32,turned on AC ,H3,P8
2023-06-01 00:07:29,turned off AC ,H3,P8
2023-06-01 00:44:14,going out of lab,R1,P38
2023-05-31 14:31:46,rice boiling at kitchen,H9,P19
2023-06-01 01:25:59,going to sleep in lab,R1,P36
2023-05-31 15:25:48,kitchen door open,H9,P19
2023-06-01 06:03:21,bedroom fan off,H1,P1
2023-06-01 06:31:34,going to wake up,H1,P1
2023-06-01 06:31:42,normal weather,H1,P1
2023-06-01 06:35:53,making tea,H1,P1
2023-06-01 06:39:58,complete,H1,P1
2023-06-01 06:40:18,taking tea in bedroom,H1,P1
2023-06-01 07:23:46,sweeping house,H1,P1
2023-06-01 07:33:18,moping house,H1,P1
2023-06-01 07:35:25,dining fan on,H1,P1
2023-06-01 08:04:35,bedroom fan on,H1,P1
2023-06-01 08:07:56,bedroom fan off,H1,P1
2023-06-01 08:08:16,lighting dhup stick,H1,P1
2023-06-01 08:15:22,cooking rice in pressure cooker,H1,P1
2023-06-01 08:15:40,cutting vegetables,H1,P1
2023-06-01 08:26:32,complete,H1,P1
2023-06-01 08:29:34,turned off mosquito repellent ,H3,P8
2023-06-01 08:30:20,boiling Dal in pressure cooker,H1,P1
2023-06-01 08:40:44,washing utensils in kitchen,H3,P7
2023-06-01 08:40:56,Making three cups of tea in kitchen,H3,P7
2023-06-01 08:46:57,hitting rice,H1,P1
2023-06-01 08:51:37,complete,H1,P1
2023-06-01 08:54:00,cleaning house,H3,P7
2023-06-01 08:55:53,frying onion ginger and garlic and hitting dal.,H1,P1
2023-06-01 09:00:45,Dal complete,H1,P1
2023-06-01 09:03:31,return to lab,R1,P37
2023-06-01 09:03:42,making posto,H1,P1
2023-06-01 09:03:44,ceiling fan on,R1,P37
2023-06-01 09:04:05,right side Window AC off,R1,P37
2023-06-01 09:05:19,wake up,R1,P36
2023-06-01 09:10:51,Posto complete,H1,P1
2023-06-01 09:36:02,bedroom fan on,H1,P1
2023-06-01 09:43:03,frying potatoes,H3,P7
2023-06-01 09:48:38,turn off the fan,R1,P36
2023-06-01 09:54:29,bedroom fan off,H1,P1
2023-06-01 09:55:28,flying egg,H1,P1
2023-06-01 09:59:40,complete,H1,P1
2023-06-01 09:59:51,dining fan on,H1,P1
2023-06-01 10:00:04,cutting mango,H1,P1
2023-06-01 10:02:48,eating rice,H1,P1
2023-06-01 10:21:57,cleaning table,H1,P1
2023-06-01 10:26:32,dining fan off,H1,P1
2023-06-01 10:54:58,bedroom fan on,H1,P1
2023-06-01 10:56:02,came to lab at 10.30,R1,P40
2023-06-01 11:19:17,going out from lab,R1,P37
2023-06-01 11:35:34,bedroom fan of,H1,P1
2023-06-01 01:08:32,kitchen momo making 2 hours ago,H9,P19
2023-06-01 11:39:30,going out from lab,R1,P40
2023-06-01 11:47:06,making four cups of tea,H3,P7
2023-06-01 11:47:31,whether too hot Windows open,H3,P7
2023-06-01 11:50:25,drinking tea in dining hall,H3,P7
2023-06-01 11:54:43,return to lab,R1,P37
2023-06-01 11:55:40,Coming back to lab,R1,P38
2023-06-01 11:56:34,ceiling fan on,R1,P37
2023-06-01 12:04:29,right side window AC on,R1,P37
2023-06-01 12:25:55,bedroom fan on,H1,P1
2023-06-01 12:32:08,return to lab ,R1,P40
2023-06-01 13:10:44,return to lab,R1,P41
2023-06-01 13:11:50,return to lab,R1,P38
2023-06-01 13:14:02,deep frying Jute leaf in oil,H7,P16
2023-06-01 13:14:04,deep frying Jute leaf in oil,H7,P16
2023-06-01 13:17:00,window open and exhaust on,H7,P16
2023-06-01 13:30:41,outgoing for lunch ,R1,P40
2023-06-01 13:39:37,finished eating food in dining hall,H3,P7
2023-06-01 13:58:23,bedroom fan off,H1,P1
2023-06-01 14:13:53,going out of lab,R1,P38
2023-06-01 14:15:16,going out from lab,R1,P36
2023-06-01 14:38:35,going out from lab,R1,P37
2023-06-01 14:39:59,turned on AC,H3,P8
2023-06-01 14:41:48,going out for room,R1,P42
2023-06-01 15:11:54,return to lab,R1,P36
2023-06-01 15:12:17,return to lab,R1,P38
2023-06-01 15:38:45,return to lab ,R1,P40
2023-06-01 15:42:44,going out from lab,R1,P41
2023-06-01 15:45:16,Return to the lab,R1,P41
2023-06-01 16:22:27,going out from lab ,R1,P41
2023-06-01 16:34:44,return to lab,R1,P39
2023-06-01 16:40:23,going out from lab,R1,P40
2023-06-01 16:48:30,going out from lab,R1,P36
2023-06-01 16:48:37,going out of lab,R1,P38
2023-06-01 16:48:37,going out of lab,R1,P38
2023-06-01 16:48:43,going out of lab,R1,P38
2023-06-01 17:10:50,making tea,H1,P1
2023-06-01 17:11:05,Bowling For cups of tea,H3,P7
2023-06-01 17:14:23,complete,H1,P1
2023-06-01 17:15:06,dining fan on,H1,P1
2023-06-01 17:25:37,dining fan of,H1,P1
2023-06-01 17:35:30,cleaning dishes,H1,P1
2023-06-01 17:39:24,Return to lab,R1,P41
2023-06-01 17:39:24,return to lab,R1,P36
2023-06-01 17:39:27,return to lab,R1,P38
2023-06-01 17:39:31,return to lab,R1,P38
2023-06-01 17:48:18,complete,H1,P1
2023-06-01 17:48:57,stand fan on in my desk,R1,P36
2023-06-01 18:07:53,return to lab ,R1,P40
2023-06-01 18:48:26,lighting dhup stick,H1,P1
2023-06-01 18:49:25,going out from lab ,R1,P40
2023-06-01 19:15:20,Done cooking sev tomato sabzi,H3,P7
2023-06-01 19:25:22,doing pooja in dining hall,H3,P7
2023-06-01 19:32:43,dining fan on,H1,P1
2023-06-01 19:33:40,eating muri and chanachur,H1,P1
2023-06-01 19:40:21,cleaning table,H1,P1
2023-06-01 19:48:24,dining fan of,H1,P1
2023-06-01 19:49:10,turned on AC ,H3,P8
2023-06-01 20:05:02,return to lab,R1,P37
2023-06-01 20:14:23,stand fan on in my desk,R1,P36
2023-06-01 20:17:15,stand fan off,R1,P36
2023-06-01 10:06:44,kitchen frying 30 minutes ago,H9,P19
2023-06-01 10:07:08,kitchen egg boiling now ,H9,P19
2023-06-01 20:57:05,going out from lab,R1,P36
2023-06-01 21:02:18,turned on AC,H3,P8
2023-06-01 21:06:28,cutting potato,H1,P1
2023-06-01 21:27:04,frying potato,H1,P1
2023-06-01 21:36:37,bedroom fan on,H1,P1
2023-06-01 21:37:04,frying potato complete,H1,P1
2023-06-01 21:52:20,ac on. doors closed.,H3,P7
2023-06-01 21:57:58,going out from lab,R1,P37
2023-06-01 21:58:11,going out from lab,R1,P38
2023-06-01 21:58:19,going out from lab,R1,P41
2023-06-01 22:09:24,bedroom fan off,H1,P1
2023-06-01 22:15:01,making roti,H1,P1
2023-06-01 22:15:32,dining fan on,H1,P1
2023-06-01 22:21:20,roti making complete,H1,P1
2023-06-01 22:24:03,eating dinner,H1,P1
2023-06-01 22:24:13,cutting mango,H1,P1
2023-06-01 22:31:58,return to lab,R1,P39
2023-06-01 22:40:39,cleaning table,H1,P1
2023-06-01 22:44:13,washing dishes,H1,P1
2023-06-01 22:46:08,dining fan off,H1,P1
2023-06-01 22:51:53,complete dishes wash,H1,P1
2023-06-01 22:52:17,cleaning kitchen,H1,P1
2023-06-01 22:57:19,complete,H1,P1
2023-06-01 22:57:32,closing kitchen,H1,P1
2023-06-01 23:40:38,mosquito repellent on,H3,P7
2023-06-01 23:49:23,turned off AC ,H3,P8
2023-06-02 00:22:59,bedroom fan on,H1,P1
2023-06-02 00:23:10,going to sleep,H1,P1
2023-06-02 00:24:28,mosquito hit on,H1,P1
2023-06-01 14:48:43,rice boiling at kitchen,H9,P19
2023-06-01 14:49:03,frying at kitchen simulataneously,H9,P19
2023-06-01 14:49:23,vegetable curry making at kitchen,H9,P19
2023-06-02 02:29:27,ceiling fan on,R1,P37
2023-06-02 02:29:52,going out from lab,R1,P37
2023-06-02 06:36:33,going to wake up,H1,P1
2023-06-02 06:36:52,bedroom fan off,H1,P1
2023-06-02 06:37:06,normal weather,H1,P1
2023-06-02 06:43:37,making tea,H1,P1
2023-06-02 06:48:37,complete,H1,P1
2023-06-02 06:48:50,taking tea in bedroom,H1,P1
2023-06-02 07:21:16,dining fan on,H1,P1
2023-06-02 07:26:54,dining fan off,H1,P1
2023-06-02 07:34:10,sweeping house,H1,P1
2023-06-02 07:43:25,mopping house,H1,P1
2023-06-02 07:48:33,dining fan on,H1,P1
2023-06-02 07:58:41,dining fan off,H1,P1
2023-06-02 08:00:44,cooking rice in pressure cooker,H1,P1
2023-06-02 08:12:52,complete,H1,P1
2023-06-02 08:13:20,cutting ladies finger and potato,H1,P1
2023-06-02 08:13:43,crying ladies finger and potato,H1,P1
2023-06-02 08:18:53,lighting dhup stick,H1,P1
2023-06-02 08:20:32,boiling ladies finger and potato in pressure cooker,H1,P1
2023-06-02 08:24:18,complete,H1,P1
2023-06-02 08:39:25,hitting rice,H1,P1
2023-06-02 08:40:14,turned off mosquito repellent,H3,P8
2023-06-02 08:43:56,complete rice,H1,P1
2023-06-02 08:47:30,fine onion ginger and garlic and hitting ladies finger and potato,H1,P1
2023-06-02 08:56:54,complete,H1,P1
2023-06-02 09:12:09,frying fish,H1,P1
2023-06-02 09:30:18,complete,H1,P1
2023-06-02 09:30:42,dining fan on,H1,P1
2023-06-02 09:33:35,cutting mango,H1,P1
2023-06-02 09:39:35,frying Chilli,H1,P1
2023-06-02 09:40:11,frying potato and parwal,H3,P7
2023-06-02 09:44:52,eating rice,H1,P2
2023-06-02 09:45:15,eating rice,H1,P2
2023-06-02 10:08:25,cleaning table,H1,P1
2023-06-02 10:08:50,dining fan off,H1,P1
2023-06-02 10:14:24,bedroom 1 no mango remain,H1,P1
2023-06-02 10:34:05,came to lab ,R1,P40
2023-06-02 10:47:43,came to lab,R1,P42
2023-06-02 10:49:44,frying fish from 10:30 a.m.,H7,P16
2023-06-02 10:49:59,fish frying complete,H7,P16
2023-06-02 11:03:40,washing dishes,H1,P1
2023-06-02 11:08:13,complete,H1,P1
2023-06-02 11:08:30,return to lab,R1,P39
2023-06-02 11:15:40,bedroom fan on,H1,P1
2023-06-02 11:49:23,bedroom fan of,H1,P1
2023-06-02 11:51:52,bedroom fan on,H1,P1
2023-06-02 11:52:43,done eating lunch in dining hall,H3,P7
2023-06-02 11:52:50,washing utensils in kitchen,H3,P7
2023-06-02 11:54:55,turned on AC,H3,P8
2023-06-02 11:54:57,turned on AC,H3,P8
2023-06-02 12:01:08,left lab to Sandip sir's cabin,R1,P42
2023-06-02 12:11:53,going out from lab ,R1,P40
2023-06-02 12:30:57,return to lab,R1,P42
2023-06-02 12:30:58,return to lab,R1,P42
2023-06-02 12:43:23,turned off AC,H3,P8
2023-06-02 12:43:25,turned off AC,H3,P8
2023-06-02 12:43:26,turned off AC,H3,P8
2023-06-02 13:04:21,going out for washroom,R1,P42
2023-06-02 13:06:34,return to lab,R1,P42
2023-06-02 13:12:33,return to lab,R1,P37
2023-06-02 13:13:06,return to lab,R1,P36
2023-06-02 13:35:00,return to lab,R1,P41
2023-06-02 13:35:08,return to lab ,R1,P40
2023-06-02 13:47:16,return to lab,R1,P38
2023-06-02 13:48:22,turning on AC,H3,P8
2023-06-02 13:52:01,going out from lab ,R1,P40
2023-06-02 13:56:27,going out from lab,R1,P41
2023-06-02 13:56:30,going out from lab,R1,P36
2023-06-02 13:56:37,going out of lab,R1,P38
2023-06-02 14:24:57,going out from lab,R1,P37
2023-06-02 14:25:04,going out from lab,R1,P42
2023-06-02 14:25:12,turn off the AC,H3,P7
2023-06-02 14:39:07,return to lab,R1,P41
2023-06-02 14:41:25,return to lab,R1,P36
2023-06-02 14:43:49,stand fan on in my desk,R1,P36
2023-06-02 14:52:34,return to lab,R1,P37
2023-06-02 14:52:38,return to lab,R1,P42
2023-06-02 15:02:03,return to lab,R1,P38
2023-06-02 15:35:16,Turn off the fan,R1,P38
2023-06-02 15:46:35,stand fan off,R1,P36
2023-06-02 16:01:44,bedroom fan on,H1,P1
2023-06-02 16:02:12,Debolina reading,H1,P1
2023-06-02 16:17:32,return to lab,R1,P39
2023-06-02 16:36:47,making tea,H1,P1
2023-06-02 16:36:53,going out from lab,R1,P41
2023-06-02 16:36:56,going out from lab,R1,P37
2023-06-02 16:37:20,going out from lab,R1,P36
2023-06-02 16:41:25,complete,H1,P1
2023-06-02 16:41:53,taking tea in dining,H1,P1
2023-06-02 16:46:15,return to lab ,R1,P40
2023-06-02 16:50:47,return to lab,R1,P36
2023-06-02 16:51:03,return to the lab,R1,P41
2023-06-02 16:51:07,return to the lab,R1,P41
2023-06-02 16:51:08,return to the lab,R1,P41
2023-06-02 16:52:00,stand fan on in my desk,R1,P36
2023-06-02 17:31:00,stand fan off,R1,P36
2023-06-02 17:55:28,bedroom fan off,H1,P1
2023-06-02 17:55:38,reading complete,H1,P1
2023-06-02 18:33:59,going out from lab ,R1,P40
2023-06-02 18:48:22,lighting dhup stick,H1,P1
2023-06-02 18:49:42,dining fan on,H1,P1
